MONGDUONG1_901_HILI,MONGDUONG1.MFI.MONGDUONG1_901_HILI,1
MONGDUONG1_901_ROC,MONGDUONG1.MFI.MONGDUONG1_901_ROC,1
MONGDUONG1_901_P,MONGDUONG1.MFI.MONGDUONG1_901_P,1
MONGDUONG1_901_Q,MONGDUONG1.MFI.MONGDUONG1_901_Q,1
MONGDUONG1_902_I,MONGDUONG1.MFI.MONGDUONG1_902_I,1
MONGDUONG1_902_U,MONGDUONG1.MFI.MONGDUONG1_902_U,1
MONGDUONG1_902_LOLI,MONGDUONG1.MFI.MONGDUONG1_902_LOLI,1
MONGDUONG1_902_HILI,MONGDUONG1.MFI.MONGDUONG1_902_HILI,1
MONGDUONG1_902_ROC,MONGDUONG1.MFI.MONGDUONG1_902_ROC,1
MONGDUONG1_902_P,MONGDUONG1.MFI.MONGDUONG1_902_P,1
MONGDUONG1_902_Q,MONGDUONG1.MFI.MONGDUONG1_902_Q,1
MONGDUONG1_TD11_TAP,MONGDUONG1.MFI.MONGDUONG1_TD11_TAP,1
MONGDUONG1_TD11_TW,MONGDUONG1.MFI.MONGDUONG1_TD11_TW,1
MONGDUONG1_TD11_TO,MONGDUONG1.MFI.MONGDUONG1_TD11_TO,1
VINHTAN2_641_I,VINHTAN2.MFI.VINHTAN2_641_I,1
VINHTAN2_641_P,VINHTAN2.MFI.VINHTAN2_641_P,1
VINHTAN2_641_Q,VINHTAN2.MFI.VINHTAN2_641_Q,1
VINHTAN2_641_U,VINHTAN2.MFI.VINHTAN2_641_U,1
VINHTAN2_642_I,VINHTAN2.MFI.VINHTAN2_642_I,1
VINHTAN2_642_P,VINHTAN2.MFI.VINHTAN2_642_P,1
VINHTAN2_642_Q,VINHTAN2.MFI.VINHTAN2_642_Q,1
VINHTAN2_642_U,VINHTAN2.MFI.VINHTAN2_642_U,1
VINHTAN2_643_I,VINHTAN2.MFI.VINHTAN2_643_I,1
VINHTAN2_643_P,VINHTAN2.MFI.VINHTAN2_643_P,1
VINHTAN2_643_Q,VINHTAN2.MFI.VINHTAN2_643_Q,1
VINHTAN2_643_U,VINHTAN2.MFI.VINHTAN2_643_U,1
VINHTAN2_644_I,VINHTAN2.MFI.VINHTAN2_644_I,1
VINHTAN2_644_P,VINHTAN2.MFI.VINHTAN2_644_P,1
VINHTAN2_644_Q,VINHTAN2.MFI.VINHTAN2_644_Q,1
VINHTAN2_644_U,VINHTAN2.MFI.VINHTAN2_644_U,1
VINHTAN2_645_I,VINHTAN2.MFI.VINHTAN2_645_I,1
VINHTAN2_645_P,VINHTAN2.MFI.VINHTAN2_645_P,1
VINHTAN2_645_Q,VINHTAN2.MFI.VINHTAN2_645_Q,1
VINHTAN2_645_U,VINHTAN2.MFI.VINHTAN2_645_U,1
VINHTAN2_646_I,VINHTAN2.MFI.VINHTAN2_646_I,1
VINHTAN2_646_P,VINHTAN2.MFI.VINHTAN2_646_P,1
VINHTAN2_646_Q,VINHTAN2.MFI.VINHTAN2_646_Q,1
VINHTAN2_646_U,VINHTAN2.MFI.VINHTAN2_646_U,1
VINHTAN2_901_F,VINHTAN2.MFI.VINHTAN2_901_F,1
VINHTAN2_901_I,VINHTAN2.MFI.VINHTAN2_901_I,1
VINHTAN2_901_P,VINHTAN2.MFI.VINHTAN2_901_P,1
VINHTAN2_901_Q,VINHTAN2.MFI.VINHTAN2_901_Q,1
VINHTAN2_901_U,VINHTAN2.MFI.VINHTAN2_901_U,1
VINHTAN2_902_F,VINHTAN2.MFI.VINHTAN2_902_F,1
VINHTAN2_902_I,VINHTAN2.MFI.VINHTAN2_902_I,1
VINHTAN2_902_P,VINHTAN2.MFI.VINHTAN2_902_P,1
VINHTAN2_902_Q,VINHTAN2.MFI.VINHTAN2_902_Q,1
VINHTAN2_902_U,VINHTAN2.MFI.VINHTAN2_902_U,1
VINHTAN2_COM_F,VINHTAN2.MFI.VINHTAN2_COM_F,1
VINHTAN2_T1_I,VINHTAN2.MFI.VINHTAN2_T1_I,1
VINHTAN2_T1_P,VINHTAN2.MFI.VINHTAN2_T1_P,1
VINHTAN2_T1_Q,VINHTAN2.MFI.VINHTAN2_T1_Q,1
VINHTAN2_T1_TP,VINHTAN2.MFI.VINHTAN2_T1_TP,1
VINHTAN2_T1_U,VINHTAN2.MFI.VINHTAN2_T1_U,1
VINHTAN2_T2_I,VINHTAN2.MFI.VINHTAN2_T2_I,1
VINHTAN2_T2_P,VINHTAN2.MFI.VINHTAN2_T2_P,1
VINHTAN2_T2_Q,VINHTAN2.MFI.VINHTAN2_T2_Q,1
VINHTAN2_T2_TP,VINHTAN2.MFI.VINHTAN2_T2_TP,1
VINHTAN2_T2_U,VINHTAN2.MFI.VINHTAN2_T2_U,1
VINHTAN2_TD21_I,VINHTAN2.MFI.VINHTAN2_TD21_I,1
VINHTAN2_TD21_P,VINHTAN2.MFI.VINHTAN2_TD21_P,1
VINHTAN2_TD21_Q,VINHTAN2.MFI.VINHTAN2_TD21_Q,1
VINHTAN2_TD21_TP,VINHTAN2.MFI.VINHTAN2_TD21_TP,1
VINHTAN2_TD21_U,VINHTAN2.MFI.VINHTAN2_TD21_U,1
